"County","State","Community_Transmission_Level","Percent_Fully_Vaccinated","Percent_Fully_Vaccinated_Under_65","Percent_Estimated_Vaccination_Hesitant","Percent_Estimated_Vaccination_Strongly_Hesitant","Percent_State_ICU_Beds_Filled","Percent_County_ICU_Beds_Filled","Population","FIPS","Vaccination_Data_Is_For_County","Area_of_Concern_Category"
"Marion","IN",NA,55.6,51.4622150686823,12.15,7.48,72,77,964582,18097,TRUE,"ModerateBurden"
"McLean","IL",NA,63.4,59.0754614222254,7.82,4.78,62,28,171517,17113,TRUE,"ModerateBurden"
"Clark","WA",NA,64.4,58.997714459805,7.63,5.56,78,77,488241,53011,TRUE,"ModerateBurdenResolving"
"Grafton","NH",NA,74.7,69.0693585083135,10.53,6.88,72,70,89886,33009,TRUE,"ModerateBurden"
"Comanche","TX",NA,47,38.4977015401166,12.78,8.6,87,46,13635,48093,TRUE,"SustainedHotspot"
"Richmond city","VA",NA,42.4,39.3441867293597,6.11,4.04,65,75,230436,51760,TRUE,"ModerateBurden"
"Butler","MO",NA,34.3,27.8406575777464,16.66,10.1,72,55,42478,29023,TRUE,"Hotspot"
"Adams","CO",NA,67.9,64.9277104719945,7.77,4.65,58,66,517421,8001,TRUE,"ModerateBurden"
"Rensselaer","NY",NA,70.2,65.755193017895,6.78,4.76,70,67,158714,36083,TRUE,"EmergingHotspot"
"Anoka","MN",NA,59.1,55.4109778330746,7.29,3.92,69,76,356921,27003,TRUE,"ModerateBurden"
"Orange","NC",NA,77.2,73.8736914963855,9.55,7.31,78,85,148476,37135,TRUE,"ModerateBurdenResolving"
"Brazoria","TX",NA,57.8,53.9044162905262,10.74,7.1,87,80,374264,48039,TRUE,"ModerateBurden"
"Rockdale","GA",NA,50.3,44.8452944101584,15.24,9.57,74,74,90896,13247,TRUE,"EmergingHotspot"
"Virginia Beach city","VA",NA,62.5,58.6304409739957,5.5,3.68,65,48,449974,51810,TRUE,"ModerateBurden"
"Greene","MO",NA,49,42.759238858097,14.41,8.58,72,80,293086,29077,TRUE,"ModerateBurden"
"Gordon","GA",NA,37.5,31.8955946606459,16.88,10.8,74,77,57963,13129,TRUE,"SustainedHotspot"
"Tuscaloosa","AL",NA,43.5,38.3083724914785,16,12.05,79,82,209355,1125,TRUE,"ModerateBurden"
"Middlesex","CT",NA,82.9,79.5482933998633,5.41,2.99,64,61,162436,9007,TRUE,"ModerateBurden"
"Kent","DE",NA,55.6,49.8086541998817,6.64,3.88,78,55,180786,10001,TRUE,"ModerateBurden"
"Knox","TN",NA,59.9,54.0104913778243,11.71,7.17,64,75,470313,47093,TRUE,"ModerateBurden"
"Coryell","TX",NA,53.4,47.2964602438398,12.64,8.47,87,85,75951,48099,TRUE,"EmergingHotspot"
"Cheshire","NH",NA,61,53.6160778136706,10.83,7.04,72,71,76085,33005,TRUE,"EmergingHotspot"
"Hamilton","TN",NA,56.2,50.5812659994368,11.43,7.01,64,49,367804,47065,TRUE,"ModerateBurden"
"Howard","MD",NA,85.5,83.8539370505547,4.73,2.49,66,77,325690,24027,TRUE,"ModerateBurden"
"Parker","TX",NA,53.8,45.7139433096206,11.98,8.11,87,89,142878,48367,TRUE,"EmergingHotspot"
"Orleans Parish","LA",NA,69.5,65.9462419369338,14.97,8.76,71,80,390144,22071,TRUE,"ModerateBurden"
"Spotsylvania","VA",NA,44.2,39.6746993874622,6.17,4.21,65,86,136215,51177,TRUE,"EmergingHotspot"
"Henry","AL",NA,45.3,36.7822248105952,17.68,13.44,79,78,17205,1067,TRUE,"Hotspot"
"Lancaster","PA",NA,59.1,51.7651340909473,11.33,7.6,76,72,545724,42071,TRUE,"ModerateBurden"
"Aroostook","ME",NA,68.8,62.9498751998718,10.1,8.31,65,51,67055,23003,TRUE,"SustainedHotspot"
"Buncombe","NC",NA,66,61.13716300409,12.49,9.52,78,75,261191,37021,TRUE,"ModerateBurdenResolving"
"Shelby","AL",NA,36.1,33.1534185516632,14.22,10.56,79,87,217702,1117,TRUE,"ModerateBurdenResolving"
"Hunterdon","NJ",NA,70.3,66.7530391247046,4.2,2.92,41,30,124371,34019,TRUE,"EmergingHotspot"
"Paulding","GA",NA,37.2,33.0543717004442,16.57,10.32,74,87,168667,13223,TRUE,"ModerateBurden"
"Lake","IN",NA,56.3,50.1595495260217,11.42,7.01,72,88,485493,18089,TRUE,"ModerateBurden"
"Ottawa","MI",NA,57.4,51.7082601629288,8.4,5.14,73,48,291830,26139,TRUE,"ModerateBurden"
"Yoakum","TX",NA,40.2,35.2581659879278,11.43,7.66,87,NA,8713,48501,TRUE,"Hotspot"
"Litchfield","CT",NA,75.2,70.3421782974016,5.58,3.12,64,61,180333,9005,TRUE,"ModerateBurden"
"Muscogee","GA",NA,44.4,38.142390470598,14.96,9.27,74,77,195769,13215,TRUE,"ModerateBurden"
"Winnebago","IL",NA,57.9,51.8156916852474,9.23,5.61,62,61,282572,17201,TRUE,"ModerateBurden"
"Alachua","FL",NA,66,60.8811702310973,11.67,7.55,73,81,269043,12001,TRUE,"ModerateBurden"
"Douglas","CO",NA,73.2,69.9029875666528,5.91,3.58,58,66,351154,8035,TRUE,"ModerateBurdenResolving"
"Santa Cruz","CA",NA,78.1,74.4757241674999,6.02,2.99,71,68,273213,6087,TRUE,"ModerateBurden"
"Whatcom","WA",NA,71.5,67.0822170116724,7.48,5.36,78,100,229247,53073,TRUE,"ModerateBurden"
"Madison","IL",NA,61.9,56.1573720990914,8.64,5.23,62,45,262966,17119,TRUE,"ModerateBurden"
"Merrimack","NH",NA,68.4,61.7395470561434,10.37,6.87,72,75,151391,33013,TRUE,"ModerateBurden"
"Kenai Peninsula Borough","AK",NA,48.1,41.7855199951293,18.6,13.73,77,86,58708,2122,TRUE,"ModerateBurdenResolving"
"Stafford","VA",NA,58.2,54.7282997817264,5.76,3.95,65,86,152882,51179,TRUE,"ModerateBurden"
"Lehigh","PA",NA,72.3,67.299610548663,10.82,6.95,76,82,369318,42077,TRUE,"ModerateBurden"
"Jefferson","AL",NA,57.8,51.5357199403093,14.9,11.11,79,87,658573,1073,TRUE,"ModerateBurden"
"St. Charles","MO",NA,61,55.7184831507992,11.07,6.48,72,74,402022,29183,TRUE,"ModerateBurden"
"Marion","OR",NA,62.7,57.8178352770983,11.21,8.41,72,73,347818,41047,TRUE,"ModerateBurden"
"Kitsap","WA",NA,69.6,64.5587932931134,7.31,5.23,78,73,271473,53035,TRUE,"ModerateBurden"
"Horry","SC",NA,56.2,45.916935008175,14.4,8.07,65,76,354081,45051,TRUE,"ModerateBurden"
"Sangamon","IL",NA,64.7,59.144252385547,8.63,5.22,62,56,194672,17167,TRUE,"ModerateBurden"
"Bartow","GA",NA,37.1,31.6720974764953,17.17,10.88,74,77,107738,13015,TRUE,"EmergingHotspot"
"Kaufman","TX",NA,52.1,47.4747647933731,12.36,8.39,87,89,136154,48257,TRUE,"ModerateBurden"
"Cowlitz","WA",NA,58.7,51.5331023754114,8.33,6.06,78,77,110593,53015,TRUE,"ModerateBurdenResolving"
"Ontario","NY",NA,68,62.8448810490612,6.63,4.65,70,91,109777,36069,TRUE,"EmergingHotspot"
"Barnstable","MA",NA,78.2,74.9763159693429,4.31,3.12,76,77,212990,25001,FALSE,"ModerateBurden"
"Summit","OH",NA,63.1,57.2876564107792,12.8,7.58,67,71,541013,39153,TRUE,"ModerateBurden"
"Utah","UT",NA,57.3,54.3462856419825,10.96,6.77,72,60,636235,49049,TRUE,"ModerateBurden"
"Forsyth","NC",NA,61.7,56.5520159602577,12.58,9.61,78,83,382295,37067,TRUE,"ModerateBurden"
"Comanche","OK",NA,60.4,56.7849737920238,20.35,13.97,76,81,120749,40031,TRUE,"ModerateBurdenResolving"
"York","PA",NA,58.8,52.1286676849176,11.25,7.38,76,77,449058,42133,TRUE,"ModerateBurden"
"Newton","GA",NA,41.9,36.6634682237623,15.24,9.57,74,71,111744,13217,TRUE,"EmergingHotspot"
"Chesapeake city","VA",NA,52.8,48.6663614576382,6.13,4.19,65,48,244835,51550,TRUE,"ModerateBurden"
"Tolland","CT",NA,66.6,61.0825586885525,5.52,3.09,64,76,150721,9013,TRUE,"ModerateBurden"
"Webb","TX",NA,95,99.2397247624034,10.39,6.74,87,96,276652,48479,TRUE,"ModerateBurden"
"Douglas","GA",NA,46.1,41.9263628391043,13.91,8.64,74,87,146343,13097,TRUE,"ModerateBurden"
"Merced","CA",NA,49.9,46.0534498526573,7.96,3.9,71,66,277680,6047,TRUE,"ModerateBurden"
"Nome Census Area","AK",NA,70.5,68.6779171164312,23.61,17.04,77,86,10004,2180,TRUE,"ModerateBurden"
"Atlantic","NJ",NA,66.6,62.2906562039279,5.38,3.63,41,47,263670,34001,TRUE,"ModerateBurden"
"Gloucester","NJ",NA,62,58.6512312179536,5.37,3.65,41,39,291636,34015,TRUE,"ModerateBurden"
"Ector","TX",NA,42.7,38.6556137121096,11.13,7.31,87,70,166223,48135,TRUE,"ModerateBurden"
"Caldwell","NC",NA,46.8,39.1366402675897,15.03,11.7,78,72,82178,37027,TRUE,"EmergingHotspot"
"Greenville","SC",NA,55.2,49.4437963664936,13.51,7.56,65,63,523542,45045,TRUE,"ModerateBurden"
"Livingston","MI",NA,60,53.742364747609,8.15,4.99,73,71,191995,26093,TRUE,"ModerateBurden"
"Clinton","NY",NA,72.3,67.3584522115534,8.7,6.2,70,68,80485,36019,TRUE,"ModerateBurdenResolving"
"Deschutes","OR",NA,68.8,62.5311290868999,9.96,7.39,72,62,197692,41017,TRUE,"ModerateBurden"
"Weld","CO",NA,60.8,55.9935478991562,7.59,4.56,58,38,324492,8123,TRUE,"ModerateBurden"
"Columbia","GA",NA,50.4,45.3792394713398,13.13,8.17,74,84,156714,13073,TRUE,"ModerateBurden"
"Sussex","NJ",NA,62.5,58.1306479533291,4.78,3.28,41,49,140488,34037,TRUE,"ModerateBurden"
"Canadian","OK",NA,57.7,53.2571553502071,18.48,12.7,76,77,148306,40017,TRUE,"ModerateBurden"
"Putnam","NY",NA,73,69.9953909470662,5.78,4.08,70,59,98320,36079,TRUE,"EmergingHotspot"
"Pulaski","AR",NA,57.9,53.690755055366,17.75,11.26,68,75,391911,5119,TRUE,"ModerateBurden"
"Frederick","MD",NA,76.7,73.4577574235809,6.73,3.51,66,77,259547,24021,TRUE,"ModerateBurden"
"Kauai","HI",NA,77.8,74.6127619672959,6.1,3.26,60,52,72293,15007,FALSE,"ModerateBurdenResolving"
"Coconino","AZ",NA,76.5,72.9494557606953,16.26,12.27,66,67,143476,4005,TRUE,"ModerateBurden"
"Jefferson","NY",NA,73.3,69.9155147580552,8.97,6.35,70,44,109834,36045,TRUE,"ModerateBurden"
"Madison","AL",NA,61.4,56.3219526101789,14.5,10.9,79,79,372909,1089,TRUE,"ModerateBurden"
"Guadalupe","TX",NA,54.9,50.4099648246417,10.24,6.67,87,84,166847,48187,TRUE,"ModerateBurdenResolving"
"Placer","CA",NA,67.3,61.4757591399791,5.81,2.89,71,85,398329,6061,TRUE,"ModerateBurden"
"Charlotte","FL",NA,64.9,49.2490265595154,12.28,8.26,73,73,188910,12015,TRUE,"ModerateBurden"
"Walker","GA",NA,41,33.5322146963998,16.94,10.79,74,49,69761,13295,TRUE,"HighBurdenResolving"
"Newport","RI",NA,74.4,71.2711325226265,6.28,4.75,84,72,82082,44005,TRUE,"ModerateBurden"
"Hawaii","HI",NA,77.8,74.6127619672959,6.38,3.34,60,72,201513,15001,FALSE,"ModerateBurden"
"Dillingham Census Area","AK",NA,52.2,49.7059253328116,23.61,17.04,77,86,4916,2070,TRUE,"Hotspot"
"St. Lucie","FL",NA,58.1,50.185553487965,13.59,9.02,73,66,328297,12111,TRUE,"ModerateBurden"
"Steuben","NY",NA,59.6,53.7454556202337,8.19,5.73,70,78,95379,36101,TRUE,"EmergingHotspot"
"Richmond","GA",NA,49.4,44.1938571254338,16.04,9.95,74,84,202518,13245,TRUE,"ModerateBurden"
"Roanoke city","VA",NA,41,36.2436542810212,6.76,4.48,65,79,99143,51770,TRUE,"ModerateBurdenResolving"
"Warren","NY",NA,76.9,72.0266235598193,7.22,5.03,70,68,63944,36113,TRUE,"EmergingHotspot"
"Matanuska-Susitna Borough","AK",NA,40.4,36.1814339401948,18.6,13.73,77,86,108317,2170,TRUE,"ModerateBurden"
"Manatee","FL",NA,61.3,51.86595926991,12.43,8.18,73,88,403253,12081,TRUE,"ModerateBurden"
"Cortland","NY",NA,59.1,53.3906432035879,7.52,5.28,70,76,47581,36023,TRUE,"Hotspot"
"Rutherford","TN",NA,54,49.6226894404271,12.14,7.43,64,58,332285,47149,TRUE,"ModerateBurden"
"La Crosse","WI",NA,68.7,63.1917272219117,14.54,8.55,67,71,118016,55063,TRUE,"ModerateBurden"
"Forsyth","GA",NA,52.8,49.434474457374,10.49,6.51,74,74,244252,13117,TRUE,"ModerateBurden"
"Franklin","VT",NA,37,34.4351822044982,3.87,2.08,75,86,49402,50011,TRUE,"HighBurdenResolving"
"Gaines","TX",NA,21.9,18.8551488944691,11.66,7.89,87,46,21492,48165,TRUE,"Hotspot"
"Johnston","NC",NA,52.4,47.6824052075361,13.44,10.25,78,86,209339,37101,TRUE,"ModerateBurdenResolving"
"San Juan","NM",NA,73.9,69.7098463868654,10.12,5.36,83,50,123958,35045,TRUE,"ModerateBurdenResolving"
"St. Clair","MI",NA,49.6,42.1484161727758,9.33,5.75,73,45,159128,26147,TRUE,"ModerateBurden"
"Berks","PA",NA,60.1,54.5298532813452,10.92,7.12,76,72,421164,42011,TRUE,"ModerateBurden"
"Lucas","OH",NA,57.8,51.5033376146056,13.57,8.02,67,49,428348,39095,TRUE,"ModerateBurden"
"Lackawanna","PA",NA,69.8,64.6371484327183,11.52,7.55,76,81,209674,42069,TRUE,"ModerateBurden"
"Davis","UT",NA,66.7,63.4777439785127,10.1,6.11,72,79,355481,49011,TRUE,"ModerateBurden"
"Sarpy","NE",NA,65.7,61.7982151669427,8.19,4.96,72,80,187196,31153,TRUE,"ModerateBurden"
"Muskegon","MI",NA,54.8,47.5518342486159,11.1,6.7,73,81,173566,26121,TRUE,"ModerateBurden"
"Juneau City and Borough","AK",NA,76.6,73.5045869445842,18.97,13.62,77,32,31974,2110,TRUE,"ModerateBurdenResolving"
"Northwest Arctic Borough","AK",NA,60.4,58.1848317636149,23.61,17.04,77,86,7621,2188,TRUE,"ModerateBurden"
"St. Croix","WI",NA,50,44.0466903208578,14.26,8.53,67,NA,90687,55109,TRUE,"EmergingHotspot"
"Jefferson Parish","LA",NA,65.1,59.8243979573077,15.79,9.34,71,80,432493,22051,TRUE,"ModerateBurden"
"Macon","NC",NA,58,47.4981467407846,13.7,10.67,78,44,35858,37113,TRUE,"SustainedHotspot"
"Camden","GA",NA,56.3,51.5462819730886,15.36,9.64,74,77,54666,13039,TRUE,"Hotspot"
"Windsor","VT",NA,49.6,45.5263547568328,3.83,2.07,75,70,55062,50027,TRUE,"HighBurdenResolving"
"Oxford","ME",NA,67.8,61.0840042171889,10.5,8.63,65,35,57975,23017,TRUE,"ModerateBurdenResolving"
"Cleveland","OK",NA,55.3,51.4148952680718,16.51,11.23,76,83,284014,40027,TRUE,"ModerateBurden"
"Cape Girardeau","MO",NA,48.7,41.5555123373818,14.34,8.58,72,55,78871,29031,TRUE,"ModerateBurden"
"East Baton Rouge Parish","LA",NA,55.8,49.5226509492093,15.44,9.16,71,70,440059,22033,TRUE,"ModerateBurden"
"Otsego","NY",NA,61.5,55.2264963259211,7.22,5.09,70,89,59493,36077,TRUE,"EmergingHotspot"
"Martin","FL",NA,63.2,51.6124525981347,10.85,7.06,73,66,161000,12085,TRUE,"ModerateBurden"
"Brown","WI",NA,64.8,59.1317273935032,14.8,8.68,67,66,264542,55009,TRUE,"ModerateBurden"
"Peoria","IL",NA,61.2,55.5425927299372,8.7,5.24,62,67,179179,17143,TRUE,"ModerateBurden"
"Catoosa","GA",NA,43.8,36.8586360832026,16.94,10.79,74,49,67580,13047,TRUE,"ModerateBurdenResolving"
"Calhoun","MI",NA,52.1,45.1280465702926,9.62,5.93,73,61,134159,26025,TRUE,"ModerateBurden"
"Yavapai","AZ",NA,46.4,35.1987264328011,13.71,10.53,66,67,235099,4025,TRUE,"ModerateBurden"
"Norfolk city","VA",NA,70.8,68.7352447550819,6.87,4.63,65,48,242742,51710,TRUE,"ModerateBurden"
"Harford","MD",NA,69.1,64.4847270693202,7.06,3.68,66,77,255441,24025,TRUE,"ModerateBurden"
"Madison","TN",NA,54.3,47.4377668487795,13.07,8.17,64,60,97984,47113,TRUE,"ModerateBurden"
"Carroll","MD",NA,73.7,69.0993081610965,6.91,3.66,66,77,168447,24013,TRUE,"ModerateBurden"
"St. Clair","IL",NA,63,58.2218141150945,9.49,5.71,62,47,259686,17163,TRUE,"ModerateBurden"
"Avery","NC",NA,53.6,45.3221293529586,13.95,10.89,78,10,17557,37011,TRUE,"EmergingHotspot"
"Montgomery","OH",NA,56.3,50.083680099274,13.57,8,67,70,531687,39113,TRUE,"ModerateBurden"
"Franklin","MA",NA,67.7,63.3671687724829,4.88,3.57,76,91,70180,25011,TRUE,"EmergingHotspot"
"Rutland","VT",NA,69.3,63.1799023526009,4.14,2.23,75,73,58191,50021,TRUE,"HighBurdenResolving"
"Erie","PA",NA,59,53.7163525733997,12.46,8.17,76,81,269728,42049,TRUE,"ModerateBurden"
"Elmore","AL",NA,46.1,38.8797920162122,16.85,12.72,79,61,81209,1051,TRUE,"EmergingHotspot"
"Union","NC",NA,54.9,50.7678312951579,12.41,9.6,78,81,239859,37179,TRUE,"ModerateBurden"
"Covington city","VA",NA,33.9,27.5984952794203,5.74,3.94,65,36,5538,51580,TRUE,"Hotspot"
"Delaware","OH",NA,74.9,71.4992191184054,10.31,6.11,67,86,209177,39041,TRUE,"ModerateBurden"
"Jackson","OR",NA,57.9,50.6911311058641,11.4,8.55,72,79,220944,41029,TRUE,"ModerateBurden"
"Maui","HI",NA,77.8,74.6127619672959,6.1,3.26,60,59,167417,15009,FALSE,"ModerateBurden"
"Powhatan","VA",NA,38.6,31.7528974929216,5.81,3.99,65,75,29652,51145,TRUE,"Hotspot"
"Chemung","NY",NA,59.8,54.0846083433283,7.44,5.12,70,78,83456,36015,TRUE,"ModerateBurden"
"Hays","TX",NA,62.2,57.9248759840014,10.18,6.64,87,73,230191,48209,TRUE,"ModerateBurden"
"Tippecanoe","IN",NA,57.2,53.4692538133019,10.84,6.76,72,80,195732,18157,TRUE,"ModerateBurden"
"Somerset","ME",NA,61.4,53.9942726973725,10.5,8.63,65,60,50484,23025,TRUE,"HighBurdenResolving"
"Leon","FL",NA,56.4,50.6524607849275,11.99,7.83,73,80,293582,12073,TRUE,"ModerateBurden"
"Luzerne","PA",NA,63.8,58.431656883631,11.7,7.6,76,76,317417,42079,TRUE,"ModerateBurden"
"Hoke","NC",NA,40.5,37.2445958582062,15.11,11.56,78,73,55234,37093,TRUE,"EmergingHotspot"
"Santa Fe","NM",NA,80.5,75.3734519885364,6.04,3.18,83,75,150358,35049,TRUE,"ModerateBurdenResolving"
"Rockwall","TX",NA,58.3,53.7001785467272,11.22,7.43,87,89,104915,48397,TRUE,"ModerateBurden"
"Hall","GA",NA,44.9,39.6551856796703,14.88,9.43,74,66,204441,13139,TRUE,"ModerateBurden"
"Herkimer","NY",NA,58.9,52.2773851197965,7.52,5.21,70,82,61319,36043,TRUE,"Hotspot"
"Wayne","NY",NA,62.5,56.9846654866898,7.51,5.29,70,91,89918,36117,TRUE,"ModerateBurden"
"Delaware","NY",NA,57,51.3001731272178,7.65,5.36,70,89,44135,36025,TRUE,"Hotspot"
"Kenosha","WI",NA,60,54.6196159966884,15.03,8.83,67,39,169561,55059,TRUE,"ModerateBurden"
"Spartanburg","SC",NA,43.7,37.5077187779784,14.43,8.14,65,72,319785,45083,TRUE,"ModerateBurden"
"Dunklin","MO",NA,37.1,31.6860291091797,16.75,10.18,72,86,29131,29069,TRUE,"Hotspot"
"Monroe","MI",NA,56.6,49.2943932130078,9.83,6.04,73,49,150500,26115,TRUE,"ModerateBurden"
"Santa Barbara","CA",NA,70.7,66.7656013542528,6.91,3.43,71,56,446499,6083,TRUE,"ModerateBurden"
"Carroll","NH",NA,72,65.3857507779905,10.28,6.78,72,75,48910,33003,TRUE,"EmergingHotspot"
"Jefferson","MO",NA,44.6,39.4109851749238,14.35,8.49,72,77,225081,29099,TRUE,"ModerateBurden"
"Bristol","RI",NA,78.4,73.8307888905693,6.28,4.75,84,86,48479,44001,TRUE,"ModerateBurden"
"DeKalb","IL",NA,56.5,51.3672898359437,7.96,4.75,62,51,104897,17037,TRUE,"ModerateBurden"
"Kendall","IL",NA,68.5,65.4683783304376,7.76,4.72,62,51,128990,17093,TRUE,"ModerateBurden"
"Centre","PA",NA,59.4,53.9977869064701,10.99,7.3,76,72,162385,42027,TRUE,"ModerateBurden"
"Westmoreland","PA",NA,57.5,50.3426258408353,10.6,6.95,76,77,348899,42129,TRUE,"ModerateBurden"
"Sandoval","NM",NA,71.2,65.7354442589043,7.28,3.76,83,90,146748,35043,TRUE,"ModerateBurden"
"Hamilton","IN",NA,71,67.3151753069328,8.47,5.2,72,69,338011,18057,TRUE,"ModerateBurden"
"Brazos","TX",NA,51.4,47.3808552055678,10.55,6.91,87,92,229211,48041,TRUE,"ModerateBurden"
"Fulton","NY",NA,54.1,48.4466576561093,7.96,5.53,70,61,53383,36035,TRUE,"ModerateBurden"
"Victoria","TX",NA,48.4,41.5729018602892,10.65,6.99,87,73,92084,48469,TRUE,"ModerateBurden"
"Howell","MO",NA,33.1,27.2205047923704,16.46,10.06,72,72,40117,29091,TRUE,"EmergingHotspot"
"Cabarrus","NC",NA,56.5,52.0968602331261,12.71,9.76,78,84,216453,37025,TRUE,"ModerateBurden"
"Washington","OR",NA,75.9,73.548347004977,8.62,6.39,72,77,601592,41067,TRUE,"ModerateBurden"
"Mississippi","MO",NA,42.9,35.897778420221,16.75,10.18,72,55,13180,29133,TRUE,"EmergingHotspot"
"Douglas","KS",NA,61.2,56.0457332445547,13.57,8.25,66,60,122259,20045,TRUE,"ModerateBurden"
"Montgomery","NY",NA,66.6,59.4040531464369,7.96,5.53,70,61,49221,36057,TRUE,"EmergingHotspot"
"Kings","CA",NA,50.1,47.0039071059462,8.92,4.4,71,81,152940,6031,TRUE,"ModerateBurden"
"Bibb","GA",NA,45.6,39.5362017745697,14.9,9.33,74,63,153159,13021,TRUE,"ModerateBurden"
"Polk","IA",NA,67.3,62.9517524295273,11.46,6.73,66,78,490161,19153,TRUE,"ModerateBurden"
"Winnebago","WI",NA,61,55.0507434476337,15.69,9.38,67,67,171907,55139,TRUE,"ModerateBurden"
"Marion","FL",NA,56.5,45.8279099539362,14.34,9.58,73,84,365579,12083,TRUE,"ModerateBurden"
"Benton","WA",NA,56.4,51.2156130219079,7.51,5.46,78,77,204390,53005,TRUE,"ModerateBurdenResolving"
"Butte","CA",NA,53.4,47.8138787418758,7.9,3.92,71,68,219186,6007,TRUE,"ModerateBurden"
"Cass","ND",NA,59.8,56.0822091200534,12.46,8.46,51,49,181923,38017,TRUE,"ModerateBurden"
"Craven","NC",NA,61.5,53.9221417538057,13.39,10.58,78,57,102139,37049,TRUE,"ModerateBurden"
"Monroe","PA",NA,59.3,54.1652980043013,10.73,7,76,82,170271,42089,TRUE,"ModerateBurden"
"Navajo","AZ",NA,76.8,72.6269517777169,21.05,15.86,66,50,110924,4017,TRUE,"ModerateBurdenResolving"
"Gregg","TX",NA,44.8,38.4148709410826,12.65,8.51,87,83,123945,48183,TRUE,"ModerateBurden"
"Wilson","TX",NA,53.7,47.9010989566966,11.34,7.62,87,84,51070,48493,TRUE,"ModerateBurden"
"Racine","WI",NA,60.5,53.9084216207914,16.03,9.64,67,39,196311,55101,TRUE,"ModerateBurden"
"Fairbanks North Star Borough","AK",NA,59.7,57.2431854676584,18.97,13.62,77,52,96849,2090,TRUE,"ModerateBurden"
"Allen","IN",NA,52.2,46.1001363925075,11.61,7.1,72,76,379299,18003,TRUE,"ModerateBurden"
"Stark","OH",NA,54.5,47.0276542302023,14.19,8.43,67,56,370606,39151,TRUE,"ModerateBurden"
"St. Johns","FL",NA,70,63.2538146910338,12.01,7.89,73,54,264672,12109,TRUE,"ModerateBurden"
"Bethel Census Area","AK",NA,66.6,64.9400745656398,23.61,17.04,77,86,18386,2050,TRUE,"Hotspot"
"Franklin","NY",NA,69.5,63.9467241736568,8.7,6.2,70,68,50022,36033,TRUE,"SustainedHotspot"
"Benton","OR",NA,74.5,70.5966627458285,10.7,8.04,72,57,93053,41003,TRUE,"ModerateBurden"
"Jefferson","IL",NA,46.9,39.215505641933,10.02,6.18,62,28,37684,17081,TRUE,"EmergingHotspot"
"Clinton","IL",NA,59.5,53.3808823352022,10.17,6.33,62,47,37562,17027,TRUE,"EmergingHotspot"
"Indian River","FL",NA,66.7,52.9157450390479,12.54,8.29,73,67,159923,12061,TRUE,"ModerateBurden"
"Charles","MD",NA,69.9,66.1214827587614,7,3.69,66,64,163257,24017,TRUE,"ModerateBurden"
"Windham","CT",NA,63.8,58.2087696097767,6.77,3.75,64,76,116782,9015,TRUE,"ModerateBurden"
"Franklin","WA",NA,52.5,49.1808096921283,8.01,5.88,78,77,95222,53021,TRUE,"ModerateBurdenResolving"
"Alamance","NC",NA,58.2,52.3239918353211,13.27,10.23,78,79,169509,37001,TRUE,"ModerateBurden"
"Walker","AL",NA,47.1,38.3617047252869,18.55,14.31,79,87,63521,1127,TRUE,"EmergingHotspot"
"Lubbock","TX",NA,48.9,43.4072013313777,10.9,7.11,87,91,310569,48303,TRUE,"ModerateBurden"
"Jefferson","KY",NA,63.6,59.0801327068252,15.89,10.11,78,78,766757,21111,TRUE,"LowBurden"
"Napa","CA",NA,77.5,74.1073144156986,5.65,2.8,71,64,137744,6055,TRUE,"ModerateBurden"
"Roanoke","VA",NA,49.1,42.347257811593,5.87,4.01,65,79,94186,51161,TRUE,"ModerateBurden"
"Eau Claire","WI",NA,61.7,55.9586714656709,15.09,9.01,67,64,104646,55035,TRUE,"ModerateBurden"
"Carson City","NV",NA,63.9,55.8728045500344,12.33,6.62,75,71,55916,32510,TRUE,"ModerateBurdenResolving"
"Lexington","SC",NA,55.4,49.6500879319805,14.26,8,65,59,298750,45063,TRUE,"ModerateBurden"
"Liberty","TX",NA,42.1,38.0561164164713,13.77,9.29,87,89,88219,48291,TRUE,"Hotspot"
"Bedford","VA",NA,44.4,36.374851720991,6.09,4.17,65,79,78997,51019,TRUE,"ModerateBurdenResolving"
"Weber","UT",NA,61.2,56.6773441107325,11.05,6.72,72,79,260213,49057,TRUE,"ModerateBurden"
"Mobile","AL",NA,49.4,43.3656740642566,16.77,12.63,79,78,413210,1097,TRUE,"ModerateBurden"
"Lafayette Parish","LA",NA,50,44.7630350981182,16.43,9.78,71,91,244390,22055,TRUE,"ModerateBurden"
"Bell","TX",NA,60.3,56.1448990152751,12.44,8.15,87,85,362924,48027,TRUE,"ModerateBurden"
"Scott","MN",NA,69.4,65.9790922192336,6.26,3.42,69,76,149013,27139,TRUE,"ModerateBurden"
"El Dorado","CA",NA,62.4,56.4661274707516,6.29,3.12,71,85,192843,6017,TRUE,"ModerateBurden"
"Terry","TX",NA,42,36.5169886490338,11.43,7.66,87,NA,12337,48445,TRUE,"EmergingHotspot"
"Rogers","OK",NA,46.5,39.9939183828801,17.7,12.07,76,81,92459,40131,TRUE,"ModerateBurden"
"Outagamie","WI",NA,64,58.4252788964879,15.16,8.81,67,90,187885,55087,TRUE,"ModerateBurden"
"Linn","IA",NA,66.4,61.3861739855697,12.06,7.1,66,73,226706,19113,TRUE,"ModerateBurden"
"Washington","WI",NA,57.5,49.9579405589991,12.96,7.55,67,73,136034,55131,TRUE,"ModerateBurden"
